user_id,n_hits,n_test_items,hit_items,hit_ranks
7585,1,5,4486,18
7589,1,2,1435,15
7591,1,2,6336,6
7604,1,3,3578,1
7609,1,5,9907,1
7610,1,5,10057,9
7623,1,6,7620,10
7627,1,5,6087,4
7629,1,3,5755,14
7631,1,7,3333,16
7632,1,3,4744,13
7635,1,8,4495,17
7638,1,6,11482,16
7640,1,6,4553,16
7641,1,5,1899,6
7649,1,10,4742,20
7650,1,10,12683,19
7654,1,3,9048,9
7661,1,3,8707,12
7662,1,4,2275,13
7670,1,3,1957,4
7673,1,7,2315,12
7679,1,6,8484,2
7690,1,4,10412,11
7693,1,8,4362,6
7697,1,2,6350,4
7698,1,9,7997,15
7702,1,4,4524,5
7704,1,3,3243,8
7706,1,3,8538,1
7715,1,4,10432,16
7721,1,2,6724,5
7744,1,6,11932,8
7754,1,3,4489,3
7755,1,3,5759,8
7758,1,8,9968,6
7761,1,3,7228,4
7762,1,5,4640,5
7767,1,3,8834,18
7768,1,5,8933,17
7774,1,4,8050,10
7775,1,3,4628,4
7782,1,3,10180,11
7783,1,5,12794,4
7784,1,3,10317,20
7790,1,3,4352,1
7792,1,3,9902,8
7793,1,8,5907,12
7797,1,2,9910,20
7804,1,4,4393,1
7805,1,6,3432,7
7806,1,3,5755,19
7808,1,11,9126,15
7812,1,3,7238,10
7818,1,11,5250,7
7822,1,3,1443,12
7830,1,10,2032,12
7831,1,6,3060,19
7836,1,8,7092,1
7839,1,4,7906,18
7846,1,4,1563,1
7851,1,16,8839,16
7856,1,4,5841,8
7862,1,2,10101,19
7869,1,3,5928,1
7877,1,3,3264,8
7881,1,3,5335,19
7891,1,8,6442,15
7893,1,3,6484,10
7894,1,6,7183,11
7896,1,3,1640,18
7901,1,16,10491,2
7905,1,3,9928,18
7908,1,5,5841,3
7911,1,3,11176,5
7917,1,3,4535,5
7918,1,8,7279,6
7919,1,14,4220,16
7920,1,5,10173,4
7921,1,4,6161,19
7931,1,7,13179,18
7934,1,3,3183,16
7935,1,3,2279,16
7950,1,2,10530,10
7952,1,6,3584,19
7954,1,4,11323,3
7955,1,9,2940,3
7956,1,14,10790,15
7971,1,5,4870,1
7972,1,3,5964,2
7978,1,7,7388,15
7979,1,2,6052,17
7980,1,4,8886,1
7982,1,2,5852,17
7984,1,4,3080,19
7988,1,3,5170,1
7990,1,3,3106,1
7999,1,5,2996,14
8000,1,9,8708,19
8006,1,12,3089,20
8008,1,7,2929,4
8009,1,4,7306,11
8019,1,4,11693,8
8022,1,4,1573,2
8043,1,4,10606,5
8046,1,4,3228,1
8047,1,5,5928,5
8062,1,3,11105,5
8071,1,3,6311,16
8072,1,6,10012,10
8075,1,4,9899,12
8083,1,3,4372,9
8094,1,3,3307,20
8096,1,3,7326,20
8098,1,3,4352,3
8099,1,9,3102,2
8100,1,5,3252,12
8101,1,6,8652,3
8103,1,5,4354,3
8110,1,36,9939,9
8111,1,10,4135,17
8112,1,3,13154,11
8116,1,5,1495,12
8120,1,8,4354,1
8124,1,5,4535,19
8126,1,4,4898,13
8134,1,8,3202,19
8135,1,8,9990,12
8138,1,3,9341,7
8143,1,3,4527,17
8152,1,4,773,19
8155,1,8,4535,18
8156,1,10,3086,20
8162,1,6,7123,8
8163,1,5,10317,5
8168,1,5,3047,12
8172,1,5,5805,15
8173,1,3,6337,10
8177,1,3,9902,13
8181,1,3,8636,2
8186,1,3,4559,10
8189,1,3,9631,15
8190,1,12,3430,3
8192,1,2,3196,13
8198,1,4,10101,8
8201,1,4,7944,10
8202,1,4,2566,6
8214,1,3,8130,15
8217,1,3,3032,10
8220,1,4,11416,6
8222,1,6,9928,3
8225,1,4,12963,14
8229,1,3,2932,11
8232,1,4,9899,15
8235,1,4,3805,10
8238,1,5,11878,3
8243,1,4,4489,20
8245,1,5,5910,12
8246,1,3,5749,5
8248,1,4,5759,15
8251,1,3,9021,19
8265,1,3,10298,11
8271,1,3,7850,12
8277,1,7,12873,11
8280,1,6,10730,11
8282,1,3,10664,3
8283,1,3,8575,13
8288,1,2,9312,6
8290,1,3,3307,3
8295,1,3,5881,12
8299,1,4,11332,13
8301,1,3,1493,1
8304,1,14,11321,4
8310,1,3,2914,10
8321,1,7,6984,10
8322,1,5,5948,16
8327,1,4,5213,6
8329,1,3,4646,17
8337,1,3,1543,4
8338,1,4,347,17
8343,1,5,4830,6
8350,1,3,8487,18
8351,1,3,13940,17
8354,1,4,6034,14
8358,1,4,8860,6
8359,1,11,12809,12
8363,1,4,9879,10
8365,1,3,7964,13
8367,1,3,1372,8
8374,1,8,10412,3
8376,1,11,7444,10
8377,1,9,8610,16
8378,1,4,8452,12
8383,1,3,756,10
8391,1,2,6614,17
8393,1,14,3719,1
8394,1,3,4949,11
8403,1,3,6292,2
8409,1,13,4443,13
8414,1,3,6937,9
8417,1,6,3081,8
8422,1,11,460,1
8425,1,3,2942,4
8427,1,5,4535,16
8436,1,18,7189,5
8438,1,3,2511,15
8447,1,17,11612,3
8449,1,3,4463,15
8453,1,2,3085,9
8455,1,4,8711,1
8457,1,2,7228,16
8458,1,4,11416,7
8466,1,3,8484,19
8471,1,3,7329,10
8476,1,4,3943,3
8488,1,4,8468,1
8497,1,6,9968,20
8503,1,10,11310,5
8509,1,6,9050,6
8521,1,4,11416,16
8523,1,6,8601,2
8526,1,3,3841,7
8528,1,7,2021,13
8531,1,8,2892,1
8540,1,9,12303,20
8546,1,3,1483,11
8549,1,4,9302,4
8556,1,3,8349,3
8558,1,3,8560,14
8559,1,2,10259,11
8562,1,3,3099,3
8568,1,5,9893,14
8569,1,3,8560,17
8573,1,8,13001,8
8576,1,9,5938,20
8580,1,10,5841,5
8583,1,2,7105,16
8585,1,5,5971,2
8593,1,4,9401,20
8596,1,4,7087,13
8604,1,3,5813,2
8608,1,7,12305,3
8611,1,3,6052,17
8612,1,4,5641,18
8616,1,3,2433,9
8617,1,3,10125,6
8618,1,4,4519,17
8620,1,11,4480,13
8622,1,9,6520,2
8624,1,4,4464,1
8627,1,2,10668,9
8628,1,3,1621,6
8633,1,3,8949,5
8634,1,6,5675,5
8637,1,2,1453,8
8643,1,7,5035,19
8647,1,2,9928,4
8649,1,3,7478,7
8651,1,6,7329,12
8654,1,2,8636,2
8662,1,10,13068,1
8663,1,3,8912,9
8667,1,5,3036,13
8670,1,3,8540,2
8672,1,6,3051,4
8673,1,5,4121,11
8674,1,4,11975,19
8682,1,3,5957,10
8688,1,4,9129,10
8700,1,5,12867,12
8701,1,4,10734,10
8702,1,3,8707,14
8706,1,5,11349,11
8707,1,3,7110,1
8708,1,4,2911,14
8711,1,12,5863,12
8716,1,3,6711,5
8721,1,3,4352,7
8725,1,3,7122,6
8729,1,6,10252,2
8734,1,7,1973,4
8739,1,13,3364,11
8744,1,5,8900,1
8746,1,4,11608,6
8747,1,3,9902,8
8748,1,3,8636,16
8767,1,3,5892,9
8774,1,5,4550,19
8777,1,7,9020,7
8780,1,3,9946,4
8781,1,4,4352,2
8785,1,3,7340,3
8805,1,10,1768,16
8806,1,4,9507,17
8809,1,15,8015,4
8811,1,4,3437,2
8816,1,5,3915,9
8833,1,3,7121,8
8836,1,10,12855,13
8848,1,3,2956,15
8859,1,4,5881,14
8861,1,5,6959,13
8863,1,4,4660,1
8865,1,2,9893,9
8867,1,25,11833,11
8871,1,4,5841,12
8872,1,3,8993,8
8874,1,3,8730,20
8878,1,5,11363,20
8893,1,2,8610,14
8899,1,7,1438,14
8902,1,4,4244,4
8909,1,6,11727,10
8910,1,3,7162,2
8913,1,7,11341,2
8914,1,3,6406,5
8919,1,7,2820,7
8924,1,11,5949,18
8936,1,14,6094,11
8937,1,4,7760,3
8938,1,3,1557,6
8944,1,5,7624,3
8946,1,3,4452,6
8952,1,10,13344,8
8957,1,3,4706,5
8960,1,5,12809,12
8963,1,5,1691,1
8967,1,3,3551,20
8969,1,20,13071,3
8974,1,9,8618,5
8976,1,7,7286,20
8977,1,7,12804,15
8978,1,8,7179,16
8989,1,8,5759,20
8995,1,3,7216,3
8998,1,6,5892,11
9001,1,3,3047,8
9007,1,4,10381,2
9014,1,2,8523,2
9015,1,10,1573,8
9016,1,5,7272,2
9019,1,20,11566,14
9022,1,3,2168,5
9025,1,3,2911,10
9038,1,10,13293,1
9041,1,8,3012,14
9047,1,3,8163,13
9053,1,2,5029,14
9057,1,3,3036,3
9058,1,8,13981,1
9061,1,8,5755,17
9064,1,4,7012,3
9081,1,8,7201,20
9082,1,2,4704,14
9085,1,3,8561,17
9094,1,3,2880,12
9103,1,4,5998,6
9104,1,4,2068,3
9105,1,3,1973,2
9112,1,7,5841,9
9128,1,3,1567,1
9130,1,3,5871,3
9133,1,4,10360,17
9135,1,9,1889,8
9139,1,3,7460,13
9140,1,4,10773,4
9141,1,4,10817,15
9144,1,3,1626,8
9154,1,2,4220,20
9156,1,3,8511,13
9160,1,6,9418,9
9161,1,8,10121,5
9173,1,15,1371,14
9177,1,4,6856,8
9178,1,5,3370,16
9182,1,8,7447,17
9183,1,4,4405,3
9185,1,3,8484,15
9190,1,3,3207,19
9192,1,3,8487,7
9193,1,10,2405,5
9194,1,18,3012,5
9198,1,14,11371,5
9200,1,4,3343,19
9202,1,9,8576,6
9208,1,5,5902,11
9224,1,3,6401,16
9228,1,3,12743,11
9231,1,5,7464,9
9233,1,7,4454,18
9235,1,5,7340,14
9238,1,4,4084,3
9243,1,2,8256,7
9248,1,7,2942,6
9255,1,4,7655,3
9259,1,11,4890,19
9262,1,4,11958,4
9264,1,2,7742,15
9266,1,2,4464,12
9272,1,3,11940,6
9276,1,5,11558,2
9277,1,3,8468,5
9278,1,12,3293,8
9289,1,3,4921,6
9291,1,3,10437,1
9294,1,3,10117,6
9295,1,4,3364,13
9297,1,3,2897,5
9300,1,4,6021,8
9304,1,3,10278,10
9306,1,11,11193,16
9307,1,3,9885,4
9309,1,3,7479,14
9313,1,6,5995,8
9314,1,3,3173,12
9315,1,3,7007,19
9330,1,7,6420,1
9331,1,3,5867,18
9340,1,3,12768,19
9345,1,8,2355,16
9352,1,4,11416,4
9358,1,8,4315,3
9362,1,10,1699,6
9363,1,3,4352,7
9364,1,3,5965,9
9368,1,3,7092,15
9374,1,3,2407,2
9375,1,56,12781,17
9379,1,4,4654,3
9394,1,3,8534,10
9399,1,4,12005,3
9400,1,3,3282,2
9404,1,7,4889,19
9408,1,4,10321,4
9415,1,10,10472,18
9416,1,6,12172,7
9419,1,6,10175,2
9420,1,3,1884,3
9423,1,2,6316,1
9425,1,3,3319,13
9430,1,5,1565,1
9435,1,3,10612,17
9441,1,3,10407,18
9442,1,8,5913,2
9443,1,3,10063,8
9445,1,21,3183,18
9448,1,4,8540,4
9454,1,3,5805,2
9455,1,12,12845,20
9456,1,3,4365,10
9460,1,3,7574,9
9462,1,18,3448,15
9471,1,5,7025,19
9473,1,7,4123,18
9478,1,15,12855,19
9479,1,3,11449,7
9484,1,5,12764,5
9486,1,3,11343,2
9492,1,2,6173,7
9496,1,12,4842,15
9501,1,10,7197,20
9505,1,4,11394,15
9509,1,6,5783,11
9520,1,3,10507,6
9525,1,2,11566,4
9529,1,3,6551,19
9536,1,5,3024,13
9562,1,8,8774,5
9572,1,12,3163,12
9576,1,6,9748,15
9581,1,3,6460,20
9584,1,6,5964,1
9586,1,2,3302,3
9592,1,3,10861,19
9597,1,20,844,3
9605,1,11,5891,20
9606,1,3,11453,4
9612,1,4,7409,10
9618,1,3,6011,9
9619,1,7,1476,14
9620,1,4,11313,2
9621,1,3,9036,16
9633,1,5,5928,4
9634,1,3,5813,6
9636,1,2,11830,6
9637,1,3,8516,3
9640,1,6,3350,5
9641,1,3,3950,14
9642,1,3,7978,18
9646,1,13,12743,10
9647,1,4,6522,11
9652,1,3,11341,7
9653,1,4,6608,19
9658,1,3,4193,4
9664,1,5,9928,1
9665,1,9,11728,1
9670,1,9,1644,17
9672,1,7,2897,9
9674,1,3,7257,2
9675,1,3,5759,6
9676,1,3,119,1
9682,1,3,8582,3
9683,1,2,10658,14
9697,1,6,5033,20
9698,1,2,7170,1
9702,1,3,4804,12
9711,1,19,7092,4
9722,1,5,3579,1
9730,1,5,12794,15
9731,1,10,4489,4
9733,1,3,9094,1
9734,1,4,415,8
9736,1,5,4133,11
9737,1,4,4728,8
9738,1,4,5796,11
9741,1,9,3208,6
9746,1,10,2880,14
9748,1,3,9893,17
9751,1,3,8022,18
9769,1,7,12883,11
9771,1,3,8469,13
9776,1,3,10354,9
9779,1,5,7087,14
9780,1,6,8634,20
9781,1,4,9006,10
9784,1,9,4251,3
9785,1,9,12368,8
9788,1,3,3133,6
9792,1,7,7086,15
9793,1,17,3573,17
9797,1,7,7154,10
9802,1,3,3199,11
9803,1,7,10815,4
9804,1,4,11269,13
9812,1,4,1493,5
9816,1,19,1464,4
9819,1,8,10046,7
9827,1,9,7932,8
9835,1,2,11888,15
9842,1,3,10184,6
9848,1,12,8728,5
9849,1,3,11470,10
9852,1,9,3846,20
9858,1,5,1524,16
9860,1,3,3036,16
9865,1,4,6123,15
9866,1,4,3208,10
9868,1,10,7234,1
9884,1,4,5881,12
9892,1,3,2943,5
9903,1,6,3567,6
9909,1,11,4573,14
9910,1,9,5744,19
9912,1,6,5328,14
9913,1,6,2898,20
9921,1,10,3040,4
9933,1,7,2896,4
9934,1,10,7571,13
9935,1,3,8692,2
9938,1,4,1812,3
9941,1,6,10057,10
9943,1,3,3200,2
9946,1,5,2892,11
9947,1,5,11341,9
9948,1,5,11193,1
9949,1,8,5784,15
9950,1,3,1573,1
9951,1,5,3001,6
9952,1,5,9412,16
9954,1,3,4646,12
9962,1,4,3963,4
9964,1,13,6225,15
9969,1,4,8868,14
9970,1,4,8711,14
9987,1,11,8685,8
9989,1,7,1509,1
9998,1,13,10175,17
10004,1,12,4615,4
10006,1,2,10556,16
10008,1,12,4304,20
10010,1,2,5804,19
10016,1,7,10858,11
10017,1,4,11714,3
10019,1,3,11105,5
10023,1,3,9105,19
10030,1,4,1621,18
10032,1,8,5796,5
10036,1,3,6121,13
10042,1,9,13204,12
10047,1,2,5841,8
10054,1,4,3370,2
10056,1,8,1495,5
10061,1,5,7354,5
10076,1,2,3052,15
10080,1,4,10900,15
10085,1,2,9014,12
10087,1,12,1334,6
10089,1,3,7409,7
10091,1,13,651,6
10094,1,9,5971,7
10097,1,6,5102,4
10099,1,5,8416,8
10101,1,6,4125,8
10102,1,5,4259,11
10103,1,5,5630,5
10104,1,4,9899,14
10105,1,6,1569,12
10113,1,3,1889,2
10114,1,3,11835,12
10120,1,8,3368,10
10129,1,6,5779,13
10131,1,4,7624,2
10135,1,3,10840,3
10148,1,3,8652,16
10149,1,3,8636,17
10150,1,4,3239,12
10154,1,8,8367,20
10155,1,3,4599,12
10159,1,3,10008,20
10161,1,5,7870,1
10164,1,5,8868,10
10167,1,9,9021,19
10169,1,6,2942,1
10170,1,3,10054,1
10173,1,4,5949,1
10187,1,5,7164,7
10190,1,4,4438,10
10193,1,3,3128,3
10199,1,3,12934,2
10203,1,3,1565,2
10206,1,2,10714,14
10210,1,7,2813,20
10211,1,10,5945,2
10212,1,4,8859,18
10213,1,6,5847,14
10224,1,6,11026,11
10228,1,3,2032,4
10229,1,4,13140,8
10231,1,5,4754,10
10233,1,8,1729,11
10234,1,5,5718,9
10236,1,2,8636,17
10244,1,15,3683,5
10247,1,6,8740,19
10252,1,12,3390,8
10255,1,4,5704,12
10256,1,4,4572,19
10260,1,3,4703,3
10272,1,5,4710,5
10273,1,2,4508,4
10276,1,9,12875,19
10284,1,6,1563,7
10287,1,4,7087,11
10307,1,4,5949,17
10311,1,3,4437,6
10331,1,4,4541,12
10335,1,11,3368,19
10340,1,4,1973,9
10346,1,4,8540,1
10348,1,14,4403,9
10350,1,3,1780,1
10351,1,2,7215,6
10364,1,2,3384,7
10368,1,3,10317,20
10377,1,2,2890,14
10380,1,5,3665,18
10382,1,4,5841,19
10383,1,13,11223,12
10387,1,14,8610,2
10388,1,9,2068,3
10393,1,16,12611,5
10401,1,5,2897,7
10403,1,7,4254,15
10407,1,2,1548,5
10408,1,6,2058,1
10413,1,5,2884,4
10414,1,4,7229,13
10432,1,10,11739,11
10433,1,2,3350,5
10440,1,5,11332,8
10441,1,10,3560,8
10444,1,3,5781,1
10445,1,3,1449,18
10446,1,3,7903,8
10450,1,3,4125,3
10457,1,3,3268,9
10458,1,4,8711,8
10459,1,2,6121,5
10463,1,3,11341,12
10470,1,12,4725,3
10473,1,4,3169,9
10474,1,4,9086,6
10476,1,5,4438,19
10477,1,3,8043,9
10479,1,4,3370,9
10485,1,9,7217,7
10499,1,4,6123,6
10504,1,4,2897,3
10514,1,3,9931,12
10515,1,5,5689,2
10518,1,7,3576,11
10519,1,2,5881,4
10520,1,22,1392,12
10523,1,2,10278,5
10524,1,5,4354,6
10528,1,4,10117,11
10538,1,7,12768,7
10552,1,13,7573,1
10553,1,9,2897,3
10555,1,5,12768,12
10557,1,9,2805,19
10561,1,10,3837,14
10564,1,14,3200,15
10566,1,4,9899,4
10575,1,2,8821,10
10576,1,5,10184,16
10577,1,3,1546,6
10579,1,8,9289,14
10583,1,3,3137,12
10588,1,4,2049,19
10589,1,5,8912,8
10590,1,3,11193,9
10591,1,4,4736,9
10594,1,2,3368,17
10601,1,7,7388,9
10610,1,11,8707,1
10611,1,5,1973,5
10612,1,10,12162,4
10614,1,6,7270,19
10615,1,2,6684,8
10622,1,6,5698,8
10624,1,7,4503,7
10625,1,4,8538,3
10626,1,9,7381,8
10627,1,2,5993,12
10632,1,7,3299,9
10633,1,11,5881,1
10634,1,2,5887,6
10635,1,3,5749,15
10637,1,5,6179,15
10644,1,3,5774,4
10649,1,8,9899,16
10650,1,3,12855,4
10654,1,9,3173,15
10657,1,8,7810,17
10660,1,7,9042,14
10665,1,3,5997,2
10672,1,11,4354,1
10673,1,5,6123,13
10675,1,3,1492,3
10685,1,2,11322,14
10688,1,9,3565,1
10694,1,3,7389,7
10696,1,3,3916,16
10698,1,4,12237,16
10702,1,4,2905,17
10703,1,3,4370,15
10705,1,4,3278,20
10707,1,4,3683,3
10713,1,9,10252,17
10714,1,7,2882,10
10716,1,3,8482,10
10719,1,7,3368,5
10723,1,10,4352,2
10727,1,5,6816,17
10729,1,2,1768,1
10730,1,5,1672,7
10732,1,10,2968,17
10733,1,3,3036,14
10737,1,3,3189,3
10743,1,8,1792,10
10745,1,5,9924,2
10748,1,4,9902,9
10753,1,4,7174,20
10756,1,10,9893,18
10757,1,3,3682,8
10766,1,5,5445,7
10773,1,3,2159,11
10782,1,4,8517,14
10794,1,3,9904,9
10796,1,5,4777,20
10798,1,7,6309,1
10800,1,3,10147,10
10801,1,3,12191,19
10808,1,3,10412,8
10809,1,6,4111,17
10811,1,15,1335,3
10812,1,4,8540,13
10813,1,3,8757,20
10815,1,3,7790,12
10817,1,3,11566,14
10818,1,4,9263,12
10822,1,6,10840,10
10824,1,29,7388,9
10825,1,3,6354,4
10834,1,3,4353,2
10838,1,9,7329,4
10840,1,18,1544,10
10841,1,4,6173,2
10842,1,3,8349,1
10853,1,3,10271,8
10855,1,25,3403,4
10858,1,3,9205,5
10859,1,3,4489,8
10864,1,7,3101,15
10865,1,4,6161,3
10869,1,9,11714,5
10880,1,2,8451,2
10885,1,3,5857,13
10888,1,2,10918,1
10889,1,3,2953,12
10890,1,5,6275,7
10893,1,4,8591,9
10898,1,9,5789,18
10902,1,7,8484,1
10910,1,11,5654,8
10912,1,6,3368,2
10914,1,5,7532,9
10915,1,2,1950,18
10918,1,3,7329,14
10924,1,5,9890,19
10933,1,3,8502,14
10934,1,3,10196,10
10937,1,4,3106,15
10939,1,4,5938,13
10943,1,13,10664,17
10946,1,2,3233,4
10949,1,8,10115,7
10951,1,2,11394,13
10952,1,3,7170,6
10955,1,17,9293,17
10959,1,6,8900,13
10967,1,4,7047,6
10972,1,8,6087,6
10973,1,5,5750,11
10996,1,3,7163,14
10997,1,3,6354,15
11002,1,4,2892,6
11012,1,8,3316,18
11014,1,2,9899,8
11022,1,8,7134,13
11026,1,12,12615,11
11034,1,13,13804,1
11035,1,3,3131,8
11041,1,3,1565,13
11045,1,9,6608,7
11050,1,4,10008,6
11051,1,5,11176,12
11062,1,8,9773,2
11064,1,4,11490,2
11075,1,8,5755,3
11077,1,3,12172,8
11079,1,4,3412,5
11081,1,9,8353,15
11089,1,6,2170,2
11091,1,3,2896,11
11099,1,3,12822,6
11102,1,6,4725,5
11103,1,3,3391,10
11109,1,7,4519,3
11111,1,3,12108,3
11129,1,6,4032,19
11130,1,7,10641,5
11135,1,6,8778,18
11142,1,4,11949,4
11144,1,7,4111,10
11160,1,5,1802,11
11162,1,4,12644,6
11164,1,5,10556,2
11165,1,3,5514,13
11166,1,4,10204,6
11167,1,2,4554,14
11168,1,6,9806,15
11170,1,7,2829,20
11172,1,3,9899,5
11176,1,12,4205,4
11178,1,3,10057,17
11182,1,8,8716,14
11184,1,5,9447,6
11197,1,5,6146,2
11198,1,2,5841,1
11205,1,2,4725,6
11212,1,3,1651,16
11228,1,7,1634,4
11234,1,2,11490,6
11236,1,11,4077,16
11240,1,2,8822,19
11243,1,7,14043,19
11249,1,3,1823,3
11250,1,5,4623,20
11253,1,8,6148,6
11254,1,7,3879,6
11264,1,3,7644,5
11267,1,3,6399,8
11269,1,7,4803,13
11275,1,3,10317,17
11283,1,3,3036,1
11291,1,3,9939,20
11293,1,4,3063,3
11302,1,4,11332,20
11305,1,5,4572,10
11307,1,2,9899,3
11316,1,7,2932,4
11318,1,4,9935,4
11321,1,6,10158,4
11323,1,3,3364,16
11336,1,3,3839,20
11339,1,10,5831,15
11340,1,4,8860,15
11341,1,3,7254,17
11343,1,8,7473,18
11344,1,9,5891,6
11349,1,6,3233,6
11353,1,13,13982,2
11358,1,6,7184,5
11361,1,7,8655,1
11364,1,7,13313,10
11368,1,3,5881,4
11370,1,6,9949,3
11372,1,5,4085,12
11375,1,3,9826,3
11387,1,3,5760,17
11391,1,6,8521,5
11393,1,3,4362,5
11401,1,2,5995,8
11408,1,2,9902,17
11414,1,3,9941,2
11418,1,7,1520,18
11423,1,10,8814,17
11425,1,3,2897,8
11427,1,4,7347,2
11434,1,3,5773,14
11436,1,4,3672,13
11437,1,3,4384,17
11439,1,9,4566,11
11445,1,4,10008,20
11452,1,10,9281,16
11453,1,8,4460,10
11458,1,6,10664,2
11462,1,3,4635,10
11463,1,8,4003,8
11464,1,6,8692,20
11470,1,9,4244,20
11473,1,5,10184,7
11475,1,3,1965,8
11481,1,14,13225,11
11493,1,2,6146,4
11494,1,7,11323,4
11495,1,2,2939,13
11505,1,3,7736,4
11508,1,5,6984,10
11509,1,7,9806,13
11510,1,4,9021,1
11512,1,6,8887,5
11514,1,2,1479,10
11517,1,4,9715,5
11520,1,2,7083,4
11522,1,8,4907,16
11525,1,4,10010,8
11526,1,5,8175,13
11527,1,9,8363,19
11530,1,3,5824,12
11535,1,5,10556,7
11539,1,4,2880,13
11547,1,7,1535,8
11550,1,6,3079,5
11552,1,8,4667,17
11554,1,4,8751,1
11555,1,4,5455,18
11557,1,3,11638,14
11558,1,3,11608,1
11559,1,7,9946,6
11566,1,4,5675,8
11568,1,4,4855,19
11569,1,4,13120,10
11572,1,8,7329,5
11582,1,9,5768,20
11584,1,8,8868,4
11587,1,4,6603,5
11599,1,7,13188,20
11600,1,3,7919,19
11603,1,4,7541,12
11607,1,2,8517,6
11608,1,8,9953,16
11609,1,5,11095,17
11610,1,5,12453,9
11623,1,3,3053,5
11628,1,5,5995,2
11635,1,3,3189,13
11643,1,4,7478,8
11648,1,4,8940,14
11660,1,3,7121,10
11661,1,5,7805,3
11666,1,4,8780,16
11672,1,4,12649,4
11673,1,3,6816,15
11679,1,3,5766,10
11681,1,5,3307,16
11703,1,4,5123,20
11713,1,4,4572,6
11714,1,3,4315,5
11718,1,8,8935,20
11729,1,3,8485,3
11731,1,3,9924,18
11737,1,3,11341,13
11740,1,5,12101,2
11747,1,3,6361,6
11748,1,7,4352,4
11751,1,4,2879,10
11754,1,10,1565,8
11755,1,5,4105,10
11758,1,4,3537,15
11761,1,3,2897,11
11773,1,4,1490,13
11774,1,7,5455,9
11776,1,3,7793,19
11786,1,14,11403,2
11790,1,6,4326,12
11791,1,3,1493,5
11798,1,2,1603,3
11808,1,5,4815,4
11810,1,2,5078,6
11822,1,2,5935,19
11836,1,10,7594,16
11842,1,3,10561,1
11843,1,5,9041,17
11844,1,4,1812,5
11845,1,3,2530,11
11854,1,3,3128,1
11855,1,3,4921,5
11864,1,2,11223,16
11870,1,5,7640,18
11876,1,3,8345,7
11878,1,7,12619,6
11879,1,2,9834,16
11880,1,6,8485,3
11881,1,4,6005,5
11889,1,5,7174,1
11890,1,3,12511,15
11904,1,2,8468,14
11905,1,6,2970,5
11907,1,3,12934,4
11909,1,3,5938,17
11914,1,4,9371,13
11919,1,5,6660,19
11920,1,4,4508,6
11927,1,5,8349,1
11929,1,5,12696,3
11930,1,3,5957,2
11931,1,13,4561,1
11932,1,6,10013,4
11938,1,6,4352,4
11943,1,4,7772,9
11951,1,4,4403,8
11959,1,3,11566,11
11960,1,13,11330,13
11964,1,5,10101,18
11972,1,4,8636,9
11974,1,5,3343,7
11975,1,13,5622,14
11976,1,3,4628,3
11977,1,3,1561,18
11980,1,10,12934,1
11986,1,13,2767,9
11987,1,4,9813,16
11993,1,5,13982,6
11995,1,6,9414,17
12000,1,4,1548,9
12001,1,2,7460,9
12006,1,6,1889,12
12017,1,4,7896,12
12020,1,3,2670,3
12021,1,3,3047,5
12023,1,10,7122,2
12026,1,4,234,7
12031,1,4,5048,10
12040,1,3,9879,5
12042,1,2,9862,11
12044,1,8,1543,12
12045,1,10,12159,5
12050,1,3,8572,6
12051,1,3,8742,12
12053,1,8,4470,4
12054,1,2,5928,8
12055,1,5,5965,12
12062,1,3,7453,15
12063,1,3,3079,9
12072,1,3,3229,16
12077,1,9,14002,2
12078,1,7,13678,14
12084,1,5,10819,1
12085,1,3,5881,13
12096,1,2,4508,2
12097,1,5,7134,11
12099,1,6,6660,1
12101,1,5,5124,11
12102,1,6,2947,2
12115,1,4,1715,6
12121,1,3,4438,4
12129,1,4,11329,1
12135,1,3,10317,20
12161,1,4,2595,20
12165,1,4,7383,9
12166,1,4,11276,8
12167,1,3,2893,9
12173,1,3,10527,7
12174,1,7,10504,3
12176,1,3,12802,15
12181,1,11,10853,3
12184,1,7,3368,4
12185,1,7,12644,4
12186,1,11,13986,1
12196,1,6,3099,9
12200,1,2,11410,18
12206,1,5,4394,13
12213,1,4,10530,2
12219,1,3,11343,4
12221,1,3,7685,1
12222,1,3,9579,6
12224,1,6,8484,11
12226,1,7,3022,18
12244,1,4,8484,3
12251,1,5,5756,9
12252,1,4,9867,16
12253,1,6,10015,1
12254,1,9,4480,13
12258,1,4,12739,4
12260,1,3,5841,11
12265,1,5,4823,8
12267,1,3,3036,1
12269,1,2,5851,8
12272,1,19,9893,3
12275,1,5,10008,20
12284,1,3,1687,13
12290,1,4,7254,14
12295,1,6,6167,13
12298,1,4,11725,6
12301,1,3,4770,7
12304,1,3,3481,5
12306,1,5,3350,3
12313,1,5,6717,11
12315,1,4,8751,16
12329,1,5,10815,10
12332,1,4,3081,2
12336,1,3,1474,13
12349,1,6,8610,18
12358,1,3,4578,2
12363,1,2,3683,2
12371,1,3,9837,1
12372,1,3,10530,4
12376,1,2,12249,5
12377,1,3,3189,8
12379,1,3,11644,5
12383,1,7,3654,10
12396,1,5,10561,1
12411,1,5,10504,13
12412,1,4,3703,7
12416,1,3,3011,17
12418,1,6,4244,8
12422,1,4,3310,5
12429,1,4,2794,5
12448,1,3,10390,11
12450,1,3,4703,1
12453,1,3,8468,2
12456,1,3,7688,16
